id,date_time,date_time_of_next_variable_1,hours_until_next,date_time_of_next_variable_2,hours_until_next_2,score,ScoreCategory,accesscomplexity,confidentialityimpact,integrityimpact,availabilityimpact
CVE-2014-5172,7/31/2014 10:55:04,7/31/2014 10:55:04,0,7/31/2014 10:55:04,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-2627,8/1/2014 1:12:51,8/1/2014 1:12:51,0,8/1/2014 7:13:09,6.005,5.2,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3302,8/1/2014 1:12:51,8/1/2014 7:13:09,6.005,8/1/2014 7:13:09,0,5.8,2,MEDIUM,PARTIAL,PARTIAL,NONE
CVE-2014-5077,8/1/2014 7:13:09,8/1/2014 7:13:09,0,8/1/2014 7:13:10,.000277777777777778,5.4,2,HIGH,NONE,NONE,COMPLETE
CVE-2014-5160,8/1/2014 7:13:09,8/1/2014 7:13:10,.000277777777777778,8/1/2014 7:13:10,0,6.4,2,LOW,NONE,PARTIAL,PARTIAL
CVE-2014-5045,8/1/2014 7:13:09,8/1/2014 7:13:09,0,8/1/2014 7:13:09,0,6.2,2,HIGH,COMPLETE,COMPLETE,COMPLETE
CVE-2014-5164,8/1/2014 7:13:10,8/1/2014 7:13:10,0,8/3/2014 14:55:04,55.6983333333333,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-5165,8/1/2014 7:13:10,8/3/2014 14:55:04,55.6983333333333,8/3/2014 14:55:04,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-5161,8/1/2014 7:13:10,8/1/2014 7:13:10,0,8/1/2014 7:13:10,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-5162,8/1/2014 7:13:10,8/1/2014 7:13:10,0,8/1/2014 7:13:10,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-5163,8/1/2014 7:13:10,8/1/2014 7:13:10,0,8/1/2014 7:13:10,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2013-5756,8/3/2014 14:55:04,8/3/2014 14:55:04,0,8/6/2014 14:55:05,72.0002777777778,4,2,LOW,PARTIAL,NONE,NONE
CVE-2013-5757,8/3/2014 14:55:04,8/6/2014 14:55:05,72.0002777777778,8/6/2014 14:55:05,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2014-5088,8/6/2014 14:55:05,8/6/2014 14:55:05,0,8/6/2014 14:55:06,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5090,8/6/2014 14:55:05,8/6/2014 14:55:06,.000277777777777778,8/6/2014 14:55:06,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5178,8/6/2014 14:55:06,8/6/2014 14:55:06,0,8/6/2014 15:55:03,.999166666666667,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5179,8/6/2014 14:55:06,8/6/2014 15:55:03,.999166666666667,8/6/2014 15:55:03,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-0479,8/6/2014 15:55:03,8/6/2014 15:55:03,0,8/6/2014 15:55:04,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3434,8/6/2014 15:55:03,8/6/2014 15:55:04,.000277777777777778,8/6/2014 15:55:04,0,6.9,2,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2014-5186,8/6/2014 15:55:04,8/6/2014 15:55:04,0,8/7/2014 7:13:34,15.3083333333333,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5187,8/6/2014 15:55:04,8/7/2014 7:13:34,15.3083333333333,8/7/2014 7:13:34,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-5180,8/6/2014 15:55:04,8/6/2014 15:55:04,0,8/6/2014 15:55:04,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5181,8/6/2014 15:55:04,8/6/2014 15:55:04,0,8/6/2014 15:55:04,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-5182,8/6/2014 15:55:04,8/6/2014 15:55:04,0,8/6/2014 15:55:04,0,6,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5183,8/6/2014 15:55:04,8/6/2014 15:55:04,0,8/6/2014 15:55:04,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5184,8/6/2014 15:55:04,8/6/2014 15:55:04,0,8/6/2014 15:55:04,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5185,8/6/2014 15:55:04,8/6/2014 15:55:04,0,8/6/2014 15:55:04,0,6,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3459,8/7/2014 7:13:34,8/7/2014 7:13:34,0,8/7/2014 7:13:35,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3517,8/7/2014 7:13:34,8/7/2014 7:13:35,.000277777777777778,8/7/2014 7:13:35,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-3429,8/7/2014 7:13:34,8/7/2014 7:13:34,0,8/7/2014 7:13:34,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3854,8/7/2014 7:13:35,8/7/2014 7:13:35,0,8/7/2014 7:13:36,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3855,8/7/2014 7:13:35,8/7/2014 7:13:36,.000277777777777778,8/7/2014 7:13:36,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-3774,8/7/2014 7:13:35,8/7/2014 7:13:35,0,8/7/2014 7:13:35,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-3852,8/7/2014 7:13:35,8/7/2014 7:13:35,0,8/7/2014 7:13:35,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-3853,8/7/2014 7:13:35,8/7/2014 7:13:35,0,8/7/2014 7:13:35,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-5188,8/7/2014 7:13:36,8/7/2014 7:13:36,0,8/7/2014 7:13:37,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5190,8/7/2014 7:13:36,8/7/2014 7:13:37,.000277777777777778,8/7/2014 7:13:37,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-4647,8/7/2014 7:13:36,8/7/2014 7:13:36,0,8/7/2014 7:13:36,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5193,8/7/2014 7:13:37,8/7/2014 7:13:37,0,8/11/2014 16:55:07,105.691666666667,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5194,8/7/2014 7:13:37,8/11/2014 16:55:07,105.691666666667,8/11/2014 16:55:07,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5191,8/7/2014 7:13:37,8/7/2014 7:13:37,0,8/7/2014 7:13:37,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-3332,8/11/2014 16:55:07,8/11/2014 16:55:07,0,8/11/2014 18:55:04,1.99916666666667,4,2,LOW,NONE,PARTIAL,NONE
CVE-2014-3336,8/11/2014 16:55:07,8/11/2014 18:55:04,1.99916666666667,8/11/2014 18:55:04,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3076,8/11/2014 18:55:04,8/11/2014 18:55:04,0,8/11/2014 20:55:03,1.99972222222222,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-3330,8/11/2014 18:55:04,8/11/2014 20:55:03,1.99972222222222,8/11/2014 20:55:03,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-2628,8/11/2014 20:55:03,8/11/2014 20:55:03,0,8/12/2014 1:01:03,4.1,4,2,LOW,PARTIAL,NONE,NONE
CVE-2014-2631,8/11/2014 20:55:03,8/12/2014 1:01:03,4.1,8/12/2014 1:01:03,0,4.6,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2013-5433,8/11/2014 20:55:03,8/11/2014 20:55:03,0,8/11/2014 20:55:03,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2014-4751,8/12/2014 1:01:03,8/12/2014 1:01:04,.000277777777777778,8/12/2014 10:55:03,9.89972222222222,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-4746,8/12/2014 1:01:03,8/12/2014 1:01:03,0,8/12/2014 1:01:04,.000277777777777778,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-0953,8/12/2014 1:01:03,8/12/2014 1:01:03,0,8/12/2014 1:01:03,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-2630,8/12/2014 1:01:03,8/12/2014 1:01:03,0,8/12/2014 1:01:03,0,4.4,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3899,8/12/2014 1:01:03,8/12/2014 1:01:03,0,8/12/2014 1:01:03,0,4.3,2,MEDIUM,NONE,NONE,PARTIAL
CVE-2014-4760,8/12/2014 1:01:04,8/12/2014 10:55:03,9.89972222222222,8/12/2014 12:55:04,2.00027777777778,5.8,2,MEDIUM,PARTIAL,PARTIAL,NONE
CVE-2014-2629,8/12/2014 10:55:03,8/12/2014 12:55:04,2.00027777777778,8/12/2014 12:55:04,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2007-6756,8/12/2014 12:55:04,8/12/2014 12:55:04,0,8/12/2014 16:55:02,3.99944444444444,4.9,2,LOW,NONE,NONE,COMPLETE
CVE-2013-7395,8/12/2014 12:55:04,8/12/2014 16:55:02,3.99944444444444,8/12/2014 16:55:03,.000277777777777778,4.9,2,LOW,NONE,NONE,COMPLETE
CVE-2011-2593,8/12/2014 16:55:02,8/12/2014 16:55:03,.000277777777777778,8/12/2014 16:55:03,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5198,8/12/2014 16:55:03,8/12/2014 16:55:04,.000277777777777778,8/12/2014 17:55:06,1.00055555555556,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5197,8/12/2014 16:55:03,8/12/2014 16:55:03,0,8/12/2014 16:55:04,.000277777777777778,4,2,LOW,PARTIAL,NONE,NONE
CVE-2012-4241,8/12/2014 16:55:03,8/12/2014 16:55:03,0,8/12/2014 16:55:03,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5196,8/12/2014 16:55:03,8/12/2014 16:55:03,0,8/12/2014 16:55:03,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5199,8/12/2014 16:55:04,8/12/2014 17:55:06,1.00055555555556,8/12/2014 17:55:07,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-1820,8/12/2014 17:55:06,8/12/2014 17:55:07,.000277777777777778,8/12/2014 17:55:07,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-4062,8/12/2014 17:55:07,8/12/2014 17:55:08,.000277777777777778,8/12/2014 18:55:02,.998333333333333,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-4061,8/12/2014 17:55:07,8/12/2014 17:55:07,0,8/12/2014 17:55:08,.000277777777777778,6.8,2,LOW,NONE,NONE,COMPLETE
CVE-2014-2817,8/12/2014 17:55:07,8/12/2014 17:55:07,0,8/12/2014 17:55:07,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-2819,8/12/2014 17:55:07,8/12/2014 17:55:07,0,8/12/2014 17:55:07,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-4060,8/12/2014 17:55:07,8/12/2014 17:55:07,0,8/12/2014 17:55:07,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-4064,8/12/2014 17:55:08,8/12/2014 18:55:02,.998333333333333,8/12/2014 19:55:03,1.00027777777778,4.9,2,LOW,COMPLETE,NONE,NONE
CVE-2014-3337,8/12/2014 18:55:02,8/12/2014 19:55:03,1.00027777777778,8/12/2014 19:55:03,0,6.8,2,LOW,NONE,NONE,COMPLETE
CVE-2014-3339,8/12/2014 19:55:03,8/13/2014 0:57:12,5.03583333333333,8/13/2014 19:55:07,18.9652777777778,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3251,8/12/2014 19:55:03,8/12/2014 19:55:03,0,8/13/2014 0:57:12,5.03583333333333,4.4,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-1222,8/12/2014 19:55:03,8/12/2014 19:55:03,0,8/12/2014 19:55:03,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2014-3166,8/13/2014 0:57:12,8/13/2014 19:55:07,18.9652777777778,8/13/2014 19:55:07,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-3511,8/13/2014 19:55:07,8/13/2014 19:55:07,0,8/14/2014 1:01:49,5.11166666666667,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5139,8/13/2014 19:55:07,8/14/2014 1:01:49,5.11166666666667,8/14/2014 1:01:49,0,4.3,2,MEDIUM,NONE,NONE,PARTIAL
CVE-2014-3505,8/13/2014 19:55:07,8/13/2014 19:55:07,0,8/13/2014 19:55:07,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-3506,8/13/2014 19:55:07,8/13/2014 19:55:07,0,8/13/2014 19:55:07,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-3507,8/13/2014 19:55:07,8/13/2014 19:55:07,0,8/13/2014 19:55:07,0,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-3508,8/13/2014 19:55:07,8/13/2014 19:55:07,0,8/13/2014 19:55:07,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-3509,8/13/2014 19:55:07,8/13/2014 19:55:07,0,8/13/2014 19:55:07,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3510,8/13/2014 19:55:07,8/13/2014 19:55:07,0,8/13/2014 19:55:07,0,4.3,2,MEDIUM,NONE,NONE,PARTIAL
CVE-2014-3898,8/14/2014 1:01:49,8/14/2014 1:01:50,.000277777777777778,8/14/2014 7:15:22,6.22555555555556,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-1980,8/14/2014 1:01:49,8/14/2014 1:01:49,0,8/14/2014 1:01:50,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5239,8/14/2014 1:01:50,8/14/2014 7:15:22,6.22555555555556,8/14/2014 7:15:22,0,4,2,HIGH,PARTIAL,PARTIAL,NONE
CVE-2014-1390,8/14/2014 7:15:22,8/14/2014 7:15:23,.000277777777777778,8/14/2014 10:55:04,3.66138888888889,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-1389,8/14/2014 7:15:22,8/14/2014 7:15:22,0,8/14/2014 7:15:23,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-1384,8/14/2014 7:15:22,8/14/2014 7:15:22,0,8/14/2014 7:15:22,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-1385,8/14/2014 7:15:22,8/14/2014 7:15:22,0,8/14/2014 7:15:22,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-1386,8/14/2014 7:15:22,8/14/2014 7:15:22,0,8/14/2014 7:15:22,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-1387,8/14/2014 7:15:22,8/14/2014 7:15:22,0,8/14/2014 7:15:22,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-1388,8/14/2014 7:15:22,8/14/2014 7:15:22,0,8/14/2014 7:15:22,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-1546,8/14/2014 7:15:23,8/14/2014 10:55:04,3.66138888888889,8/14/2014 10:55:04,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2012-0938,8/14/2014 10:55:04,8/14/2014 10:55:04,0,8/14/2014 10:55:05,.000277777777777778,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2012-0939,8/14/2014 10:55:04,8/14/2014 10:55:05,.000277777777777778,8/14/2014 10:55:05,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2012-5684,8/14/2014 10:55:05,8/14/2014 14:47:06,3.86694444444444,8/15/2014 7:15:43,16.4769444444444,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2012-5683,8/14/2014 10:55:05,8/14/2014 10:55:05,0,8/14/2014 14:47:06,3.86694444444444,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5248,8/14/2014 14:47:06,8/15/2014 7:15:43,16.4769444444444,8/15/2014 7:15:44,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-2964,8/15/2014 7:15:43,8/15/2014 7:15:44,.000277777777777778,8/16/2014 0:39:55,17.4030555555556,6.9,2,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2014-3902,8/15/2014 7:15:44,8/16/2014 0:39:55,17.4030555555556,8/16/2014 0:39:55,0,5.8,2,MEDIUM,PARTIAL,PARTIAL,NONE
CVE-2014-0852,8/16/2014 0:39:55,8/16/2014 0:39:55,0,8/17/2014 14:55:01,38.2516666666667,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-5260,8/16/2014 0:39:55,8/17/2014 14:55:01,38.2516666666667,8/17/2014 14:55:01,0,6.3,2,MEDIUM,NONE,COMPLETE,COMPLETE
CVE-2013-7144,8/16/2014 0:39:55,8/16/2014 0:39:55,0,8/16/2014 0:39:55,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-3900,8/17/2014 14:55:01,8/17/2014 14:55:01,0,8/17/2014 19:55:06,5.00138888888889,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-3905,8/17/2014 14:55:01,8/17/2014 19:55:06,5.00138888888889,8/17/2014 19:55:06,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-3087,8/17/2014 19:55:06,8/17/2014 19:55:07,.000277777777777778,8/18/2014 7:15:25,11.3383333333333,4,2,LOW,PARTIAL,NONE,NONE
CVE-2014-3081,8/17/2014 19:55:06,8/17/2014 19:55:06,0,8/17/2014 19:55:07,.000277777777777778,6.3,2,MEDIUM,COMPLETE,NONE,NONE
CVE-2014-0966,8/17/2014 19:55:06,8/17/2014 19:55:06,0,8/17/2014 19:55:06,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-0969,8/17/2014 19:55:06,8/17/2014 19:55:06,0,8/17/2014 19:55:06,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3080,8/17/2014 19:55:06,8/17/2014 19:55:06,0,8/17/2014 19:55:06,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-4775,8/17/2014 19:55:07,8/18/2014 7:15:25,11.3383333333333,8/18/2014 7:15:25,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-1469,8/18/2014 7:15:25,8/18/2014 7:15:25,0,8/18/2014 7:15:26,.000277777777777778,4.9,2,LOW,COMPLETE,NONE,NONE
CVE-2014-2388,8/18/2014 7:15:25,8/18/2014 7:15:26,.000277777777777778,8/18/2014 7:15:26,0,6.1,2,LOW,COMPLETE,NONE,NONE
CVE-2014-5204,8/18/2014 7:15:26,8/18/2014 7:15:26,0,8/18/2014 7:15:27,.000277777777777778,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5205,8/18/2014 7:15:26,8/18/2014 7:15:27,.000277777777777778,8/18/2014 7:15:27,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5265,8/18/2014 7:15:27,8/18/2014 7:15:27,0,8/19/2014 7:16:58,24.0252777777778,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-5266,8/18/2014 7:15:27,8/19/2014 7:16:58,24.0252777777778,8/19/2014 7:16:59,.000277777777777778,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-5207,8/18/2014 7:15:27,8/18/2014 7:15:27,0,8/18/2014 7:15:27,0,6,2,HIGH,COMPLETE,COMPLETE,COMPLETE
CVE-2014-3341,8/19/2014 7:16:58,8/19/2014 7:16:59,.000277777777777778,8/19/2014 14:55:01,7.63388888888889,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-5333,8/19/2014 7:16:59,8/19/2014 14:55:01,7.63388888888889,8/19/2014 14:55:01,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-3464,8/19/2014 14:55:01,8/19/2014 14:55:01,0,8/19/2014 14:55:02,.000277777777777778,5.5,2,LOW,PARTIAL,PARTIAL,NONE
CVE-2014-3472,8/19/2014 14:55:01,8/19/2014 14:55:02,.000277777777777778,8/19/2014 14:55:02,0,4.9,2,MEDIUM,PARTIAL,PARTIAL,NONE
CVE-2014-3528,8/19/2014 14:55:02,8/19/2014 14:55:02,0,8/19/2014 14:55:03,.000277777777777778,4,2,HIGH,PARTIAL,PARTIAL,NONE
CVE-2014-4615,8/19/2014 14:55:02,8/19/2014 14:55:03,.000277777777777778,8/19/2014 14:55:03,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-3504,8/19/2014 14:55:02,8/19/2014 14:55:02,0,8/19/2014 14:55:02,0,4,2,HIGH,PARTIAL,PARTIAL,NONE
CVE-2014-3522,8/19/2014 14:55:02,8/19/2014 14:55:02,0,8/19/2014 14:55:02,0,4,2,HIGH,PARTIAL,PARTIAL,NONE
CVE-2014-5343,8/19/2014 14:55:03,8/19/2014 14:55:03,0,8/19/2014 15:55:04,1.00027777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5344,8/19/2014 14:55:03,8/19/2014 15:55:04,1.00027777777778,8/19/2014 15:55:04,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5033,8/19/2014 14:55:03,8/19/2014 14:55:03,0,8/19/2014 14:55:03,0,6.9,2,MEDIUM,COMPLETE,COMPLETE,COMPLETE
CVE-2014-5349,8/19/2014 15:55:04,8/19/2014 15:55:05,.000277777777777778,8/20/2014 7:17:13,15.3688888888889,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-5348,8/19/2014 15:55:04,8/19/2014 15:55:04,0,8/19/2014 15:55:05,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5345,8/19/2014 15:55:04,8/19/2014 15:55:04,0,8/19/2014 15:55:04,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5346,8/19/2014 15:55:04,8/19/2014 15:55:04,0,8/19/2014 15:55:04,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5347,8/19/2014 15:55:04,8/19/2014 15:55:04,0,8/19/2014 15:55:04,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5350,8/19/2014 15:55:05,8/20/2014 7:17:13,15.3688888888889,8/20/2014 7:17:13,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-2520,8/20/2014 7:17:13,8/20/2014 7:17:13,0,8/20/2014 7:17:14,.000277777777777778,6.3,2,MEDIUM,COMPLETE,NONE,NONE
CVE-2014-2521,8/20/2014 7:17:13,8/20/2014 7:17:14,.000277777777777778,8/20/2014 7:17:14,0,6.3,2,MEDIUM,COMPLETE,NONE,NONE
CVE-2014-0640,8/20/2014 7:17:13,8/20/2014 7:17:13,0,8/20/2014 7:17:13,0,4,2,LOW,PARTIAL,NONE,NONE
CVE-2014-0641,8/20/2014 7:17:13,8/20/2014 7:17:13,0,8/20/2014 7:17:13,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-2505,8/20/2014 7:17:13,8/20/2014 7:17:13,0,8/20/2014 7:17:13,0,5.4,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-2511,8/20/2014 7:17:13,8/20/2014 7:17:13,0,8/20/2014 7:17:13,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-2517,8/20/2014 7:17:13,8/20/2014 7:17:13,0,8/20/2014 7:17:13,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-2518,8/20/2014 7:17:13,8/20/2014 7:17:13,0,8/20/2014 7:17:13,0,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3340,8/20/2014 7:17:14,8/20/2014 7:17:14,0,8/20/2014 10:55:06,3.63111111111111,4,2,LOW,PARTIAL,NONE,NONE
CVE-2014-4749,8/20/2014 7:17:14,8/20/2014 10:55:06,3.63111111111111,8/20/2014 10:55:06,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-3331,8/20/2014 7:17:14,8/20/2014 7:17:14,0,8/20/2014 7:17:14,0,4.3,2,MEDIUM,NONE,NONE,PARTIAL
CVE-2014-4929,8/20/2014 10:55:06,8/20/2014 10:55:06,0,8/21/2014 10:55:04,23.9994444444444,6.8,2,MEDIUM,PARTIAL,PARTIAL,PARTIAL
CVE-2014-5382,8/20/2014 10:55:06,8/21/2014 10:55:04,23.9994444444444,8/21/2014 10:55:05,.000277777777777778,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-3562,8/21/2014 10:55:04,8/21/2014 10:55:05,.000277777777777778,8/21/2014 10:55:05,0,5,2,LOW,PARTIAL,NONE,NONE
CVE-2014-3577,8/21/2014 10:55:05,8/21/2014 10:55:05,0,8/21/2014 18:55:03,7.99944444444444,5.8,2,MEDIUM,PARTIAL,PARTIAL,NONE
CVE-2014-5383,8/21/2014 10:55:05,8/21/2014 18:55:03,7.99944444444444,8/21/2014 18:55:03,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
CVE-2014-3951,8/21/2014 18:55:03,8/21/2014 18:55:03,0,8/21/2014 19:55:01,.999444444444444,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-5384,8/21/2014 18:55:03,8/21/2014 19:55:01,.999444444444444,8/21/2014 19:55:02,.000277777777777778,5,2,LOW,NONE,NONE,PARTIAL
CVE-2009-5142,8/21/2014 19:55:01,8/21/2014 19:55:02,.000277777777777778,8/21/2014 19:55:02,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2010-5303,8/21/2014 19:55:02,8/21/2014 19:55:02,0,8/21/2014 21:55:07,2.00138888888889,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-5385,8/21/2014 19:55:02,8/21/2014 21:55:07,2.00138888888889,8/21/2014 21:55:07,0,5,2,LOW,NONE,PARTIAL,NONE
CVE-2010-5302,8/21/2014 19:55:02,8/21/2014 19:55:02,0,8/21/2014 19:55:02,0,4.3,2,MEDIUM,NONE,PARTIAL,NONE
CVE-2014-0965,8/21/2014 21:55:07,8/21/2014 21:55:07,0,8/21/2014 21:55:08,.000277777777777778,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-3022,8/21/2014 21:55:07,8/21/2014 21:55:08,.000277777777777778,8/21/2014 21:55:08,0,4.3,2,MEDIUM,PARTIAL,NONE,NONE
CVE-2014-3436,8/21/2014 21:55:08,8/21/2014 21:55:08,0,8/22/2014 10:55:07,12.9997222222222,5,2,LOW,NONE,NONE,PARTIAL
CVE-2014-4767,8/21/2014 21:55:08,8/22/2014 10:55:07,12.9997222222222,8/22/2014 10:55:07,0,6.5,2,LOW,PARTIAL,PARTIAL,PARTIAL
